Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
CAFE11,Misto,N/A,N/A,N/A,"1,01","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A
CARE11,Misto,"4,28","5.531,43","0,13","0,01","0,23 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,11 %","-2,63 %","-2,41 %","2,26 %","248.344.982,38","1,6","2,67","0,10 %","-0,24 %","-0,14 %","3,56 %",14,"4.085,91",6.858,N/A,"20,00 % a.a","1,55 % a.a"
CBOP11,Lajes Corporativas,"38,02","9.263,33","0,53","0,16","0,42 %","2,21 %","3,31 %","5,94 %","0,74 %","0,55 %","0,50 %","1,93 %","15,68 %","16,16 %","8,62 %","102.231.357,36","72,21","0,53","0,22 %","-2,18 %","-1,96 %","-12,63 %",1,"4.630,67",2.038,N/A,N/A,"0,30 % a.a"
CCME11,Indefinido,"9,04","245.535,60","0,86","0,08","0,92 %","2,84 %","5,75 %","11,84 %","0,95 %","0,96 %","0,99 %","1,87 %","-1,84 %","-0,93 %","6,45 %","720.782.707,15",N/A,N/A,N/A,N/A,N/A,N/A,1,"1.670,36",9.459,"1,25 % a.a","20,00 % a.a","0,15 % a.a"
CCRF11,Papéis,"92,5","1.276,82","1,45","3,5","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","93,23","0,99","3,76 %","-2,86 %","0,79 %","3,55 %",14,"8,06",8.102,N/A,N/A,N/A
CCVA11,Indefinido,"98,97","159.202,27","0,97","0,49","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"64.141.762,99",N/A,N/A,N/A,N/A,N/A,N/A,1,"0,95",1,N/A,N/A,N/A
CDII11,Indefinido,"104,36","4.506.573,76",N/A,"1,38","1,31 %","3,61 %","7,91 %","17,46 %","1,20 %","1,32 %","1,46 %","5,01 %","-0,20 %","1,11 %","5,60 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"783,87",0,N/A,N/A,"1,00 % a.a"
CEOC11,Lajes Corporativas,"42,98","45.835,25","0,63","0,43","0,94 %","3,15 %","6,53 %","13,91 %","1,05 %","1,09 %","1,16 %","2,05 %","-0,35 %","0,59 %","4,89 %","123.783.458,75","68,17","0,63","0,63 %","-13,49 %","-12,94 %","-20,60 %",1,"1.626,49",3.718,N/A,N/A,"0,20 % a.a"
CFHI11,Fundo de Desenvolvimento,"20,1",40,"0,76","26,47","0,00 %","0,00 %","0,00 %","21,79 %","0,00 %","0,00 %","1,82 %","23,53 %","0,00 %","0,00 %",N/A,"2.514.034,94",N/A,N/A,N/A,N/A,N/A,N/A,4,"1.082.623,56",96,N/A,N/A,N/A
CFII11,Indefinido,"768,97",192,"1,43",78,"0,00 %","0,00 %","0,00 %","5,19 %","0,00 %","0,00 %","0,43 %","0,00 %","0,00 %","0,00 %",N/A,"67.993.303,63",N/A,N/A,N/A,N/A,N/A,N/A,4,"65.113,02",102,N/A,N/A,N/A
CIXM11,Misto,"9,04","220.499,50","0,23","0,15","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"236.047.825,46",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,108,N/A,N/A,N/A
CJCT11,Lajes Corporativas,"64,26","27.155,24","0,87","0,24","0,37 %","0,69 %","1,32 %","3,45 %","0,69 %","0,22 %","0,29 %","0,37 %","0,00 %","0,00 %",N/A,"231.524.085,97","57,9","1,11","0,00 %","0,58 %","0,58 %","0,58 %",1,"3.025,61",800,N/A,N/A,N/A
CLIN11,Fundo de Fundos,"93,02","950.849,00","0,96","0,95","1,02 %","2,99 %","6,37 %","14,09 %","1,00 %","1,06 %","1,17 %","4,07 %","1,27 %","2,30 %","16,06 %","423.008.527,14",N/A,N/A,N/A,N/A,N/A,N/A,14,"1.074,65",10.199,N/A,N/A,"1,05 % a.a"
CNES11,Lajes Corporativas,"1,53","30.032,00","0,24","0,01","0,57 %","2,17 %","3,84 %","7,25 %","0,72 %","0,64 %","0,60 %","2,17 %","-3,14 %","-2,59 %","-13,06 %","218.301.756,79","6,4","0,24","0,36 %","-92,84 %","-92,82 %","-92,50 %",1,"6.534,93",77.942,N/A,N/A,"0,30 % a.a"
COPP11,Lajes Corporativas,103,"1.827.632,00","0,97","0,75","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"507.557.841,40",N/A,N/A,N/A,N/A,N/A,N/A,4,"17,75",118,N/A,N/A,N/A
CORM11,Lajes Corporativas,N/A,N/A,N/A,"0,77","0,90 %","2,76 %","5,35 %","11,38 %","0,92 %","0,89 %","0,95 %","6,20 %","-2,97 %","-2,10 %","-4,27 %",N/A,"90,56",N/A,"0,89 %","-2,33 %","-1,45 %","0,21 %",0,N/A,0,N/A,N/A,N/A
CPFO11,Fundo de Fundos,N/A,N/A,N/A,"31,42","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,8.102,N/A,N/A,N/A
CPLG11,Misto,"11,67","75.880,65","1,1","0,13","1,08 %","3,19 %","8,09 %","11,93 %","1,06 %","1,35 %","0,99 %","4,75 %","-0,08 %","1,00 %","3,62 %","463.375.784,79",N/A,N/A,N/A,N/A,N/A,N/A,2,"2.198,05",1.943,N/A,"10,00 % a.a","0,90 % a.a"
CPOF11,Misto,"103,99","324.317,20","0,98","0,43","0,39 %","0,39 %","0,77 %","2,42 %","0,39 %","0,77 %","0,20 %","0,39 %","0,00 %","0,00 %",N/A,"507.557.841,40",N/A,N/A,N/A,N/A,N/A,N/A,4,"2.591,40",118,N/A,N/A,N/A
CPSH11,Indefinido,"10,62","5.015.063,65","0,92","0,11","1,03 %","3,09 %","6,70 %","13,31 %","1,03 %","1,12 %","1,11 %","4,11 %","1,80 %","2,85 %","5,85 %","1.090.677.533,32",N/A,N/A,N/A,N/A,N/A,N/A,8,"1.186,06",33.458,N/A,"10,00 % a.a","0,92 % a.a"
CPTA11,Fiagro,N/A,N/A,N/A,"0,03","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"66.874.333,44","3,1",N/A,"0,81 %","0,00 %","0,00 %","0,00 %",0,N/A,1.102,N/A,"20,00 % a.a","1,00 % a.a"
CPTI11,Indefinido,"90,16","2.276.760,70",N/A,"1,15","1,28 %","3,83 %","7,49 %","15,40 %","1,28 %","1,25 %","1,28 %","5,00 %","-1,09 %","0,18 %","16,93 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"824,07",0,N/A,N/A,"1,00 % a.a"
CPTR11,Indefinido,"8,42","225.619,85","0,84","0,12","1,35 %","4,04 %","8,53 %","18,02 %","1,35 %","1,42 %","1,50 %","5,45 %","-1,50 %","-0,17 %","24,17 %","198.923.937,46","10,03","0,84","1,15 %","-89,84 %","-89,72 %","-89,57 %",0,"1.259,96",21.364,N/A,"20,00 % a.a","1,00 % a.a"
CPTS11,Papéis,"7,95","5.265.670,45","0,89","0,09","1,11 %","3,33 %","6,99 %","14,67 %","1,11 %","1,17 %","1,22 %","4,51 %","-0,61 %","0,49 %","15,24 %","3.276.580.541,25","9,01","0,88","1,00 %","-89,85 %","-89,75 %","-89,65 %",14,"913,16",372.710,"0,82 % a.a",N/A,N/A
CPUR11,Misto,"10,36","12.334.649,00","1,06","0,1","0,96 %","2,87 %","5,76 %","10,98 %","0,96 %","0,96 %","0,92 %","3,80 %","0,00 %","0,96 %","5,99 %","665.105.682,16",N/A,N/A,N/A,N/A,N/A,N/A,15,"1.283,76",1.648,"1,00 % a.a","10,00 % a.a",N/A
CRAA11,Indefinido,"100,9","598.374,40",1,"1,25","1,21 %","3,67 %","7,62 %","16,13 %","1,22 %","1,27 %","1,34 %","4,95 %","-2,40 %","-1,22 %","17,63 %","240.860.750,14","101,64","0,99","1,23 %","0,00 %","0,00 %","0,00 %",0,"917,08",11.056,N/A,"20,00 % a.a","1,15 % a.a"
CRFF11,Fundo de Fundos,"75,2","70.248,45","0,88","0,65","0,81 %","2,51 %","5,07 %","10,34 %","0,84 %","0,85 %","0,86 %","3,39 %","5,27 %","6,12 %","14,03 %","59.138.382,01","85,7","0,88","0,76 %","2,02 %","2,80 %","8,55 %",14,"3.293,36",1.160,N/A,N/A,N/A
CSMC11,Indefinido,N/A,N/A,N/A,"8,2","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"2.053.482.419,94",N/A,N/A,N/A,N/A,N/A,N/A,11,N/A,1,N/A,N/A,N/A
CTXT11,Lajes Corporativas,"5,23","335,45","0,3","0,01","0,04 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,75 %","1,40 %","1,44 %","-25,96 %","94.919.473,39","48,33","0,11","0,19 %","-0,10 %","0,09 %","0,54 %",1,"6.027,06",2.202,N/A,N/A,"0,27 % a.a"
CVPR11,Indefinido,N/A,N/A,N/A,"0,85","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"63.762.340,85",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,3,N/A,N/A,N/A
CXAG11,Agências de Bancos,"77,51","220.283,55","0,69","0,72","0,91 %","3,01 %","5,89 %","12,70 %","1,00 %","0,98 %","1,06 %","2,03 %","3,43 %","4,38 %","10,16 %","231.296.079,72","110,57","0,7","0,65 %","-3,56 %","-2,93 %","15,55 %",31,"1.331,77",11.450,N/A,N/A,"0,58 % a.a"
CXCE11,Lajes Corporativas,"42,08","11.917,55","0,67","0,48","1,11 %","3,40 %","7,03 %","14,32 %","1,13 %","1,17 %","1,19 %","4,59 %","2,58 %","3,71 %","14,35 %","107.987.804,32",N/A,N/A,N/A,N/A,N/A,N/A,1,"1.730,28",2.893,N/A,N/A,"5,00 % a.a"
CXCE11B,Lajes Corporativas,"44,01","9.205,00","0,6","0,43","1,09 %","3,25 %","6,56 %","12,24 %","1,08 %","1,09 %","1,02 %","12,24 %","0,18 %","1,27 %","3,73 %","110.543.765,88","64,53","0,68","0,67 %","-1,63 %","-0,97 %","0,19 %",1,"22,21",3.247,N/A,N/A,"5,00 % a.a"
CXCI11,Indefinido,"73,49","58.559,20","0,85","0,75","1,02 %","3,45 %","6,91 %","14,43 %","1,15 %","1,15 %","1,20 %","2,26 %","1,23 %","2,26 %","11,87 %","177.418.144,18","88,01","0,84","0,85 %","-5,48 %","-4,67 %","-2,62 %",14,"1.099,69",5.415,N/A,"20,00 % a.a","0,70 % a.a"
CXCO11,Lajes Corporativas,"72,9","119.219,20","0,79","0,75","1,05 %","3,49 %","6,99 %","14,86 %","1,16 %","1,17 %","1,24 %","2,39 %","5,08 %","6,18 %","15,19 %","374.902.891,77","95,48","0,76","0,79 %","-3,85 %","-3,09 %","9,20 %",10,"1.823,40",12.146,"0,13 % a.a",N/A,"0,13 % a.a"
CXRI11,Fundo de Fundos,"65,34","148.107,30","0,75","0,63","0,92 %","2,75 %","5,52 %","11,56 %","0,92 %","0,92 %","0,96 %","3,65 %","-0,35 %","0,57 %","14,99 %","136.681.731,29","86,74","0,75","0,73 %","4,95 %","5,71 %","10,62 %",1,"4.083,17",1.738,N/A,N/A,"1,20 % a.a"
CXTL11,Imóveis Industriais e Logísticos,349,"4.576,29","0,82","0,93","0,27 %","0,79 %","0,96 %","4,39 %","0,79 %","0,96 %","0,37 %","0,84 %","-0,87 %","-0,60 %","0,13 %","22.250.011,47","415,14","0,84","0,27 %","-15,19 %","-14,97 %","-28,71 %",1,"5.399,39",570,N/A,N/A,"0,35 % a.a"
CYCR11,Indefinido,"9,03","602.730,70","0,96","0,11","1,14 %","3,58 %","7,36 %","15,47 %","1,19 %","1,23 %","1,29 %","2,34 %","4,97 %","6,17 %","10,95 %","343.474.333,90","9,43","0,96","1,12 %","-1,15 %","-0,04 %","-89,22 %",14,"976,49",17.170,N/A,"20,00 % a.a","0,95 % a.a"
DAMA11,Misto,"6,99","3.591,25","0,86","0,06","0,93 %","3,07 %","6,36 %","14,15 %","1,02 %","1,06 %","1,18 %","4,08 %","-1,00 %","-0,08 %","1,94 %","44.937.779,42",N/A,N/A,N/A,N/A,N/A,N/A,14,"5.324,58",912,"0,60 % a.a","25,00 % a.a","0,20 % a.a"
DAMT11B,Shoppings,"11,45",23,"0,81","0,58","0,00 %","0,00 %","3,50 %","3,50 %","0,00 %","0,58 %","0,29 %","0,00 %","0,00 %","0,00 %",N/A,"251.192.743,07",N/A,N/A,N/A,N/A,N/A,N/A,2,"11,75",556,N/A,N/A,N/A
DAYM11,Lajes Corporativas,"4,23","11.671,10","0,43","0,04","0,89 %","2,69 %","5,29 %","7,03 %","0,90 %","0,88 %","0,59 %","3,62 %","1,22 %","2,12 %","1,23 %","169.519.664,25",N/A,N/A,N/A,N/A,N/A,N/A,6,"4.012,02",897,N/A,"20,00 % a.a","1,20 % a.a"
DCRA11,Indefinido,"7,28","54.409,95","0,74","0,09","1,21 %","3,58 %","7,78 %","15,76 %","1,19 %","1,30 %","1,31 %","5,11 %","-3,38 %","-2,21 %","15,28 %","66.065.761,68","9,8","0,74","0,92 %","0,00 %","0,00 %","0,00 %",0,"1.724,33",14.692,"0,87 % a.a","10,00 % a.a","0,17 % a.a"
DEVA11,Papéis,"23,32","385.142,70","0,24","0,3","1,24 %","3,66 %","8,40 %","17,01 %","1,22 %","1,40 %","1,42 %","5,20 %","-1,58 %","-0,36 %","5,17 %","1.377.513.358,51","98,08","0,24","0,31 %","-3,18 %","-2,88 %","16,45 %",14,"2.029,12",80.230,"1,00 % a.a","10,00 % a.a","0,20 % a.a"
DIVS11,FI-Infra,"106,8","467.164,55",N/A,"1,2","1,13 %","3,44 %","7,13 %","12,09 %","1,15 %","1,19 %","1,01 %","4,66 %","1,62 %","2,77 %","14,25 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"804,46",0,N/A,N/A,"1,00 % a.a"
DLMT11,Varejo,N/A,N/A,N/A,0,"0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"6.707.999,35",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,9,N/A,N/A,N/A
DPRO11,Indefinido,"6,11","1.290,45","0,65","0,06","0,94 %","2,83 %","5,81 %","11,81 %","0,94 %","0,97 %","0,98 %","1,89 %","0,63 %","1,58 %","1,42 %","45.898.845,88",N/A,N/A,N/A,N/A,N/A,N/A,1,"4.477,16",787,"0,92 % a.a",N/A,"0,13 % a.a"
DRIT11B,Lajes Corporativas,"83,3","1.547,00","0,62","0,53","0,63 %","1,94 %","3,25 %","13,98 %","0,65 %","0,54 %","1,17 %","1,94 %","17,70 %","18,44 %","16,76 %","60.485.010,41","130,56","0,64","0,46 %","-1,36 %","-0,91 %","7,46 %",4,"29,85",348,N/A,"15,00 % a.a","0,50 % a.a"
DVFF11,Fundo de Fundos,"5,75","126.078,10","0,66","0,07","1,14 %","3,35 %","6,87 %","13,66 %","1,12 %","1,15 %","1,14 %","4,55 %","-3,73 %","-2,63 %","3,90 %","95.563.460,90","8,68","0,66","0,75 %","-90,47 %","-90,40 %","-89,52 %",14,"2.941,63",2.153,"0,65 % a.a","20,00 % a.a","0,15 % a.a"
EDFO11B,Lajes Corporativas,"229,98","7.938,50","0,56","0,49","0,42 %","2,45 %","5,30 %","11,89 %","0,82 %","0,88 %","0,99 %","3,59 %","-0,22 %","0,20 %","-17,93 %","49.670.858,85","210,47","1,09","0,60 %","9,69 %","10,35 %","20,16 %",1,"181,93",490,N/A,N/A,N/A
EDGA11,Lajes Corporativas,"14,14","7.036,40","0,34","0,06","0,42 %","1,30 %","1,46 %","3,61 %","0,43 %","0,24 %","0,30 %","1,30 %","0,70 %","1,12 %","0,96 %","160.937.100,31","42,22","0,33","0,14 %","-31,13 %","-31,03 %","-35,35 %",1,"3.206,45",3.627,N/A,N/A,"0,20 % a.a"
EDGE11,Papéis,"1.071,80","1.071,00","0,87","79,24","7,76 %","0,00 %","7,76 %","7,76 %","0,00 %","7,76 %","7,76 %","7,76 %","0,00 %","0,00 %",N/A,"14.006.800,15",N/A,N/A,N/A,N/A,N/A,N/A,14,"5.372,59",126,N/A,N/A,N/A
EGAF11,Indefinido,97,"666.919,55","0,97","1,48","1,49 %","4,16 %","8,99 %","19,20 %","1,39 %","1,50 %","1,60 %","5,76 %","-1,29 %","0,18 %","16,76 %","310.617.319,86","99,18","0,98","1,24 %","0,00 %","0,00 %","0,00 %",0,"802,97",12.197,N/A,"10,00 % a.a","1,20 % a.a"
EIRA11,Outros,"104,55","200.625,50","1,01","1,29","1,24 %","2,43 %","3,66 %","3,66 %","0,81 %","0,61 %","0,41 %","3,66 %","0,00 %","0,00 %",N/A,"35.979.992,02",N/A,N/A,N/A,N/A,N/A,N/A,0,"22.052,47",167,N/A,N/A,N/A
EMET11,Misto,"9,39","515.200,80","0,94","0,05","0,50 %","4,49 %","10,42 %","14,07 %","1,50 %","1,74 %","1,56 %","9,07 %","5,43 %","5,96 %","6,51 %","49.681.567,33",N/A,N/A,N/A,N/A,N/A,N/A,14,"13.157,05",208,N/A,N/A,N/A
ENDD11,Indefinido,"113,26","207.039,15",N/A,"5,42","4,99 %","0,00 %","4,99 %","10,14 %","0,00 %","0,83 %","0,85 %","10,14 %","9,27 %","14,72 %","32,69 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"1.447,56",0,N/A,N/A,"0,30 % a.a"
EQIA11,Fiagro,N/A,N/A,N/A,"0,45",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A
EQIR11,Indefinido,"8,64","83.219,81","0,9","0,1","1,16 %","3,72 %","7,66 %","16,15 %","1,24 %","1,28 %","1,35 %","1,16 %","9,24 %","10,51 %","10,51 %","105.446.458,12","9,63","0,9","1,04 %","-1,33 %","-0,31 %","-89,54 %",14,"898,83",9.782,N/A,N/A,"1,00 % a.a"
ERCR11,Varejo,"15.707,85",N/A,"1,43","324,8","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"26.019.590,41","10.951,01","1,43","1,97 %","-83,54 %","-83,22 %","-82,19 %",14,"4,06",9,N/A,N/A,"0,10 % a.a"
ERPA11,Lajes Corporativas,"126,97","67.989,06","0,77","0,93","0,73 %","2,20 %","2,20 %","4,49 %","0,73 %","0,37 %","0,37 %","2,20 %","1,07 %","1,81 %","1,84 %","82.928.032,82","165,55","0,77","0,56 %","20,78 %","21,46 %","49,42 %",2,"5.083,99",849,N/A,N/A,N/A
ESUD11,Indefinido,243,"48.600,00",N/A,"72,93","23,08 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","23,08 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"9.443,52",0,N/A,N/A,N/A
ESUT11,Indefinido,1,20,N/A,"67,49","210,90 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","210,90 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"35.226,05",0,N/A,N/A,"0,35 % a.a"
ESUU11,Indefinido,1,20,N/A,"63,84","199,49 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","199,49 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"35.226,05",0,N/A,N/A,N/A
EURO11,Imóveis Industriais e Logísticos,"324,99","74.106,57","0,83","2,08","0,63 %","2,01 %","4,36 %","9,62 %","0,67 %","0,73 %","0,80 %","1,32 %","10,30 %","10,99 %","10,68 %","161.358.967,16","397,82","0,82","0,52 %","22,51 %","23,15 %","37,19 %",7,"3.375,30",1.964,N/A,N/A,N/A
EXES11,Papéis,"9,54","131.447,62","0,96","0,13","1,37 %","4,11 %","8,28 %","17,42 %","1,37 %","1,38 %","1,45 %","1,37 %","0,00 %","1,37 %","1,37 %","139.739.660,59",N/A,N/A,N/A,N/A,N/A,N/A,14,"1.224,95",2.085,N/A,N/A,"1,00 % a.a"
FAED11,Educacional,"159,69","37.905,75","0,7","1,72","1,07 %","3,27 %","6,75 %","14,31 %","1,09 %","1,13 %","1,19 %","4,42 %","1,70 %","2,79 %","16,41 %","157.428.382,64","227,37","0,7","0,77 %","4,48 %","5,28 %","12,05 %",4,"1.661,55",3.994,N/A,N/A,N/A
FAMB11B,Lajes Corporativas,"609,99","47.041,93","0,18","1.001,61","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"424.524.340,32","3.593,26","0,17","0,25 %","0,53 %","0,79 %","12,82 %",1,"47,01",2.173,N/A,N/A,"2,50 % a.a"
FAOE11,Indefinido,"926,9",N/A,"14,53","11,16","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,8.102,N/A,N/A,N/A
FATN11,Lajes Corporativas,"86,52","1.488.763,20","0,9","0,8","0,90 %","2,76 %","5,63 %","12,23 %","0,92 %","0,94 %","1,02 %","1,83 %","2,85 %","3,77 %","5,22 %","579.688.734,63","96,56","0,9","0,83 %","-2,47 %","-1,67 %","3,70 %",56,"920,81",28.019,N/A,N/A,"0,80 % a.a"
FCFL11,Educacional,"125,59","83.492,40",1,"0,92","0,74 %","2,18 %","4,45 %","9,00 %","0,73 %","0,74 %","0,75 %","2,95 %","-0,90 %","-0,16 %","3,86 %","432.663.406,52","124,54","1,01","0,72 %","7,21 %","7,98 %","27,29 %",1,"1.587,62",2.890,N/A,N/A,"0,30 % a.a"
FGAA11,Indefinido,"9,27","733.643,10","0,98","0,12","1,24 %","3,82 %","7,99 %","16,25 %","1,27 %","1,33 %","1,35 %","5,16 %","-0,96 %","0,27 %","13,98 %","425.613.857,69","9,45","0,98","1,27 %","0,00 %","0,00 %","0,00 %",0,"859,78",53.070,N/A,"10,00 % a.a","1,15 % a.a"
FIGS11,Shoppings,"51,46","104.748,25","0,74","0,48","0,97 %","2,99 %","6,05 %","12,38 %","1,00 %","1,01 %","1,03 %","1,99 %","5,66 %","6,68 %","5,57 %","199.563.588,97","70,04","0,73","0,69 %","-8,42 %","-7,79 %","-25,82 %",2,"1.202,67",11.462,N/A,N/A,"0,50 % a.a"
FIIB11,Imóveis Industriais e Logísticos,"461,32","249.388,10","0,78","3,1","0,65 %","2,14 %","4,32 %","9,06 %","0,71 %","0,72 %","0,76 %","1,40 %","0,00 %","0,65 %","0,15 %","404.767.320,61","590,11","0,78","0,53 %","27,87 %","28,54 %","41,34 %",9,"958,29",14.496,N/A,N/A,N/A
FIIP11,Imóveis Industriais e Logísticos,"140,41","512.310,60","0,7","1,4","1,04 %","2,95 %","5,63 %","11,38 %","0,98 %","0,94 %","0,95 %","3,85 %","-7,50 %","-6,54 %","-17,47 %","185.190.325,60",N/A,N/A,N/A,N/A,N/A,N/A,7,"2.599,22",5.972,N/A,N/A,N/A
FIIP11B,Imóveis Industriais e Logísticos,"161,37","1.172,80","0,73","1,4","0,96 %","2,95 %","5,92 %","10,89 %","0,98 %","0,99 %","0,91 %","4,03 %","-1,78 %","-0,84 %","6,81 %","184.360.354,72","198,84","0,81","0,70 %","6,81 %","7,56 %","8,46 %",7,"11,96",6.586,N/A,N/A,N/A
FISC11,Lajes Corporativas,64,"758,07","0,58","0,56","0,83 %","0,83 %","2,13 %","5,24 %","0,83 %","0,36 %","0,44 %","0,83 %","0,00 %","0,00 %",N/A,"188.804.811,20","111,11","0,58","0,50 %","-3,43 %","-2,95 %","-2,47 %",5,"19.223,52",226,N/A,N/A,N/A
FLCR11,Papéis,"93,95","33.561,95","0,99","1,1","1,14 %","3,43 %","6,73 %","14,46 %","1,14 %","1,12 %","1,21 %","2,39 %","0,71 %","1,86 %","3,07 %","71.103.889,43","95,08","0,99","1,16 %","-3,39 %","-2,28 %","7,47 %",1,"1.283,84",2.759,N/A,"20,00 % a.a","1,00 % a.a"
FLFL11,Fundo de Desenvolvimento,N/A,N/A,N/A,"0,18","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"475.783.203,88",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,1,N/A,N/A,N/A
FLMA11,Lajes Corporativas,"153,9","40.455,30","0,62","1,13","0,73 %","1,95 %","4,31 %","9,42 %","0,65 %","0,72 %","0,79 %","2,70 %","-5,19 %","-4,49 %","6,20 %","346.091.281,91","250,67","0,61","0,37 %","56,42 %","57,00 %","71,35 %",1,"2.022,57",11.038,N/A,N/A,"0,12 % a.a"
FLRP11,Shoppings,"20,62","15.255,45","0,99","0,15","0,70 %","2,12 %","4,33 %","9,42 %","0,71 %","0,72 %","0,79 %","2,83 %","0,42 %","1,13 %","9,65 %","161.035.790,49","21,1","0,98","0,71 %","-98,84 %","-98,84 %","-98,70 %",1,"2.585,93",1.903,N/A,N/A,N/A
FMOF11,Lajes Corporativas,"33,18","3.442,60","0,72","1,4","3,83 %","0,00 %","110,83 %","116,98 %","0,00 %","18,47 %","9,75 %","3,83 %","-6,06 %","-2,46 %","-2,46 %","23.831.045,85","46,35","0,72","3,02 %","-60,92 %","-59,74 %","-60,99 %",2,"35.207,02",408,N/A,N/A,N/A
FPAB11,Lajes Corporativas,204,"18.189,65","0,57","1,8","0,82 %","3,68 %","4,33 %","7,86 %","1,23 %","0,72 %","0,66 %","2,91 %","3,53 %","4,38 %","8,54 %","268.912.168,80","358,33","0,57","0,50 %","-4,45 %","-3,97 %","-7,88 %",3,"6.842,97",668,N/A,N/A,N/A
FPOR11,FIP-IE,"23,5",41,N/A,"0,07","0,00 %","0,00 %","0,00 %","0,18 %","0,00 %","0,00 %","0,18 %","0,00 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"48.275,37",0,N/A,N/A,N/A
FRHY11,Indefinido,N/A,N/A,N/A,"1,03","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"1.051.683,78",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,7,N/A,N/A,N/A
